begin,end,id,id2,sampledSeconds,departed,arrived,entered,left,laneChangedFrom,laneChangedTo,traveltime,overlapTraveltime,density,laneDensity,occupancy,waitingTime,timeLoss,speed
2100,2400,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,R1_R2,14099.4,294,0,0,288,153,153,48.13,48.33,41.25,13.75,6.97,1,3264.52,23.68
2100,2400,MEAN_TRAVEL_TIME,R2_R3,770.22,0,0,287,289,2,2,2.45,2.68,43.73,10.93,5.09,0,175.09,23.83
2100,2400,MEAN_TRAVEL_TIME,R3_R4,362.59,0,0,289,290,0,0,1.01,1.25,55.26,13.82,5.68,0,109.69,21.53
2100,2400,MEAN_TRAVEL_TIME,R4_R5,3962.93,50,0,291,346,30,30,11.39,11.58,51.81,17.27,8.6,0,1087.21,22.46
2100,2400,MEAN_TRAVEL_TIME,R4_RS4,0,0,0,0,0,0,0,,,,,,,,
2100,2400,MEAN_TRAVEL_TIME,R5_R6,1451.97,0,30,351,324,1,1,3.94,4.12,44.28,11.07,5.35,0,149.17,27.78
2100,2400,MEAN_TRAVEL_TIME,R6_R7,2477.08,0,313,324,5,10,10,7.57,7.74,38.3,9.58,4.73,0,196.19,28.51
2100,2400,MEAN_TRAVEL_TIME,R7_R8,389.08,0,11,5,0,2,2,44.97,45.13,0.93,0.31,0.15,0,9.04,31.15
2100,2400,MEAN_TRAVEL_TIME,RS5_R5,57.87,2,0,0,4,0,0,18.06,18.28,0.63,0.63,0.31,0,12.64,17.13
2400,2700,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
2400,2700,MEAN_TRAVEL_TIME,R1_R2,14122.75,298,0,0,305,227,227,46.91,47.1,41.32,13.77,6.89,0,3160.68,24.29
2400,2700,MEAN_TRAVEL_TIME,R2_R3,848.79,0,0,306,303,3,3,2.55,2.8,48.19,12.05,5.57,0,228.3,22.79
2400,2700,MEAN_TRAVEL_TIME,R3_R4,418.6,0,0,303,302,7,7,1.13,1.38,63.8,15.95,6.55,3,156.36,19.42
2400,2700,MEAN_TRAVEL_TIME,R4_R5,3686.1,46,0,287,334,44,44,10.92,11.09,48.19,16.06,7.93,0,911.93,23.43
2400,2700,MEAN_TRAVEL_TIME,R4_RS4,170.72,0,15,15,0,0,0,11.19,11.43,2.55,2.55,1.25,0,18,19.94
2400,2700,MEAN_TRAVEL_TIME,R5_R6,1394.23,0,22,348,324,1,1,3.85,4.02,42.52,10.63,5.11,0,120.24,28.41
2400,2700,MEAN_TRAVEL_TIME,R6_R7,2488.8,0,309,324,14,19,19,7.54,7.71,38.48,9.62,4.74,0,200.72,28.6
2400,2700,MEAN_TRAVEL_TIME,R7_R8,600,0,12,14,0,1,1,46.9,47.06,1.43,0.48,0.24,0,14.46,29.87
2400,2700,MEAN_TRAVEL_TIME,RS5_R5,293.28,15,0,0,14,0,0,19.85,20.08,3.17,3.17,1.58,0,83.52,15.59
2700,3000,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
2700,3000,MEAN_TRAVEL_TIME,R1_R2,14243.61,296,0,0,293,224,224,48.59,48.78,41.67,13.89,7.05,0,3347.28,23.46
2700,3000,MEAN_TRAVEL_TIME,R2_R3,742.37,0,0,293,296,2,2,2.3,2.51,42.15,10.54,4.92,0,130.2,25.39
2700,3000,MEAN_TRAVEL_TIME,R3_R4,346.58,0,0,296,297,1,1,0.94,1.17,52.82,13.21,5.45,0,84.19,23.07
2700,3000,MEAN_TRAVEL_TIME,R4_R5,3518.93,49,0,275,319,36,36,10.79,10.98,46.01,15.34,7.66,0,812.95,23.69
2700,3000,MEAN_TRAVEL_TIME,R4_RS4,257.73,0,21,22,0,0,0,11.57,11.81,3.85,3.85,1.89,0,25.58,19.29
2700,3000,MEAN_TRAVEL_TIME,R5_R6,1410.87,0,35,342,308,5,5,3.94,4.12,43.03,10.76,5.22,0,142.54,27.77
2700,3000,MEAN_TRAVEL_TIME,R6_R7,2427.57,0,290,308,23,31,31,7.65,7.83,37.54,9.38,4.65,0,213.52,28.19
2700,3000,MEAN_TRAVEL_TIME,R7_R8,1015.29,0,21,23,0,3,3,45.6,45.76,2.42,0.81,0.4,0,23.89,30.72
2700,3000,MEAN_TRAVEL_TIME,RS5_R5,452.65,24,0,0,24,0,0,19.26,19.48,4.9,4.9,2.43,0,135.97,16.07
3000,3300,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
3000,3300,MEAN_TRAVEL_TIME,R1_R2,14195.06,298,0,0,296,163,163,47.61,47.79,41.53,13.84,6.96,0,3279.23,23.95
3000,3300,MEAN_TRAVEL_TIME,R2_R3,667.24,0,0,296,294,0,0,2.08,2.26,37.88,9.47,4.39,0,62.95,28.16
3000,3300,MEAN_TRAVEL_TIME,R3_R4,285,0,0,294,294,0,0,0.79,0.97,43.44,10.86,4.45,0,30.45,27.74
3000,3300,MEAN_TRAVEL_TIME,R4_R5,2760.32,2,0,290,300,18,18,9.15,9.33,36.09,12.03,5.94,0,288.57,27.88
3000,3300,MEAN_TRAVEL_TIME,R4_RS4,22.07,0,3,2,0,0,0,10.4,10.63,0.33,0.33,0.16,0,0.78,21.43
3000,3300,MEAN_TRAVEL_TIME,R5_R6,1451.52,0,22,355,337,3,3,3.89,4.07,44.27,11.07,5.33,0,143.08,28.09
3000,3300,MEAN_TRAVEL_TIME,R6_R7,2639.26,0,278,337,54,76,76,7.72,7.9,40.81,10.2,5.04,0,281.42,27.93
3000,3300,MEAN_TRAVEL_TIME,R7_R8,2392.79,0,49,54,0,25,25,45.8,45.96,5.69,1.9,0.96,0,64.63,30.59
3000,3300,MEAN_TRAVEL_TIME,RS5_R5,1121.52,58,0,0,56,0,0,19.96,20.19,12.14,12.14,6.15,0,346.67,15.51
3300,3600,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
3300,3600,MEAN_TRAVEL_TIME,R1_R2,14089.75,297,0,0,298,183,183,47.46,47.64,41.22,13.74,6.89,0,3181.57,24.02
3300,3600,MEAN_TRAVEL_TIME,R2_R3,674.84,0,0,298,297,0,0,2.09,2.26,38.31,9.58,4.43,0,63.86,28.14
3300,3600,MEAN_TRAVEL_TIME,R3_R4,284.09,0,0,297,296,0,0,0.78,0.96,43.3,10.82,4.41,0,27.08,28.01
3300,3600,MEAN_TRAVEL_TIME,R4_R5,2725.32,1,0,289,292,19,19,9.11,9.29,35.63,11.88,5.84,0,276.46,27.98
3300,3600,MEAN_TRAVEL_TIME,R4_RS4,99.92,0,9,9,0,0,0,10.94,11.18,1.49,1.49,0.73,0,2.68,20.37
3300,3600,MEAN_TRAVEL_TIME,R5_R6,1208.52,0,12,299,285,2,2,3.88,4.06,36.86,9.21,4.42,0,114.71,28.18
3300,3600,MEAN_TRAVEL_TIME,R6_R7,2224.98,0,280,285,8,13,13,7.59,7.76,34.4,8.6,4.22,0,189.15,28.42
3300,3600,MEAN_TRAVEL_TIME,R7_R8,554.42,0,17,8,0,9,9,46.14,46.3,1.32,0.44,0.22,0,13.08,30.37
3300,3600,MEAN_TRAVEL_TIME,RS5_R5,71.64,2,0,0,5,0,0,17.74,17.97,0.78,0.78,0.38,0,15.45,17.42
3600,3900,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
3600,3900,MEAN_TRAVEL_TIME,R1_R2,14354.45,298,0,0,300,174,174,48.31,48.49,42,14,7.05,1,3311.4,23.6
3600,3900,MEAN_TRAVEL_TIME,R2_R3,691.15,0,0,300,298,1,1,2.13,2.31,39.24,9.81,4.55,0,68.7,27.57
3600,3900,MEAN_TRAVEL_TIME,R3_R4,293.97,0,0,298,299,0,0,0.8,0.98,44.81,11.2,4.59,0,30.73,27.37
3600,3900,MEAN_TRAVEL_TIME,R4_R5,2806.49,1,0,298,294,16,16,9.32,9.5,36.69,12.23,6.05,0,295.83,27.37
3600,3900,MEAN_TRAVEL_TIME,R4_RS4,8.89,0,1,1,0,0,0,8.69,8.89,0.13,0.13,0.07,0,0.16,25.63
3600,3900,MEAN_TRAVEL_TIME,R5_R6,1292.61,0,27,313,287,3,3,3.95,4.13,39.42,9.86,4.75,0,127.04,27.68
3600,3900,MEAN_TRAVEL_TIME,R6_R7,2232.67,0,268,287,20,30,30,7.63,7.8,34.52,8.63,4.27,0,183.56,28.27
3600,3900,MEAN_TRAVEL_TIME,R7_R8,825.83,0,17,20,0,3,3,44.84,45,1.97,0.66,0.33,0,19.75,31.24
3600,3900,MEAN_TRAVEL_TIME,RS5_R5,419.99,22,0,0,21,0,0,19.67,19.89,4.54,4.54,2.26,0,131.08,15.74
3900,4200,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,R1_R2,14174.39,295,0,0,296,171,171,47.9,48.08,41.47,13.82,6.97,1,3169.92,23.8
3900,4200,MEAN_TRAVEL_TIME,R2_R3,674.2,0,0,296,299,1,1,2.09,2.27,38.28,9.57,4.44,0,55.34,28.11
3900,4200,MEAN_TRAVEL_TIME,R3_R4,286.44,0,0,299,298,0,0,0.78,0.96,43.66,10.91,4.47,0,24.09,28.05
3900,4200,MEAN_TRAVEL_TIME,R4_R5,2771.86,1,0,298,300,16,16,9.08,9.26,36.24,12.08,5.97,0,232.21,28.08
3900,4200,MEAN_TRAVEL_TIME,R4_RS4,0,0,0,0,0,0,0,,,,,,,,
3900,4200,MEAN_TRAVEL_TIME,R5_R6,1437.4,0,26,350,323,2,2,3.93,4.1,43.84,10.96,5.28,0,128.29,27.85
3900,4200,MEAN_TRAVEL_TIME,R6_R7,2525.41,0,274,323,46,65,65,7.7,7.87,39.05,9.76,4.82,0,208.36,28.03
3900,4200,MEAN_TRAVEL_TIME,R7_R8,2087.89,0,41,46,0,21,21,46.86,47.02,4.97,1.66,0.83,0,49.11,29.9
3900,4200,MEAN_TRAVEL_TIME,RS5_R5,969.66,50,0,0,48,0,0,19.95,20.19,10.49,10.49,5.27,0,278.32,15.51
4200,4500,MEAN_TRAVEL_TIME,206605160,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,206605161,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,206605176,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,206605178,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,206605179,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,206605180,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,405040578,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,405040582,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,778959588,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L23_L2,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L2_L1,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L3_L23,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L4_L3,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L4_LS4,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L5_L4,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,L6_L5,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,LS3_L3,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,LS4_LS41s,0,0,0,0,0,0,0,,,,,,,,
4200,4500,MEAN_TRAVEL_TIME,R1_R2,14172.95,297,0,0,296,189,189,47.73,47.91,41.47,13.82,6.98,1,3273.77,23.88
4200,4500,MEAN_TRAVEL_TIME,R2_R3,741.6,0,0,296,297,1,1,2.29,2.5,42.11,10.53,4.9,0,133.5,25.49
4200,4500,MEAN_TRAVEL_TIME,R3_R4,342.3,0,0,297,296,0,0,0.93,1.15,52.17,13.04,5.36,0,84.27,23.34
4200,4500,MEAN_TRAVEL_TIME,R4_R5,3592.14,45,0,290,330,37,37,10.67,10.85,46.96,15.65,7.76,0,822.3,23.97
4200,4500,MEAN_TRAVEL_TIME,R4_RS4,65.74,0,5,6,0,0,0,11.84,12.11,0.98,0.98,0.48,0,2.44,18.82
4200,4500,MEAN_TRAVEL_TIME,R5_R6,1457.39,0,33,360,324,2,2,3.9,4.07,44.45,11.11,5.36,0,139.04,28.06
